id,prefectures,areacodes,areasin2000,prefectures2020,areacodes2020,areas,population,popmale,popfemale
9,06_Yamagata-ken,6424,2000.0,06_Yamagata-ken,6203,0585_(Municipalities as of 2000) Haguro-machi,7912.0,"3,811 ","4,101 "
9,06_Yamagata-ken,6425,2000.0,06_Yamagata-ken,6203,0586_(Municipalities as of 2000) Kushibiki-machi,6872.0,"3,273 ","3,599 "
9,06_Yamagata-ken,6427,2000.0,06_Yamagata-ken,6203,0587_(Municipalities as of 2000) Asahi-mura,3704.0,"1,797 ","1,907 "
9,06_Yamagata-ken,6441,2000.0,06_Yamagata-ken,6203,0588_(Municipalities as of 2000) Atsumi-machi,6493.0,"3,089 ","3,404 "
2,06_Yamagata-ken,6204,,06_Yamagata-ken,6204,0589_Sakata-shi,100273.0,"47,838 ","52,435 "
9,06_Yamagata-ken,6204,2000.0,06_Yamagata-ken,6204,0590_(Municipalities as of 2000) Sakata-shi,85443.0,"40,810 ","44,633 "
9,06_Yamagata-ken,6462,2000.0,06_Yamagata-ken,6204,0591_(Municipalities as of 2000) Yawata-machi,5225.0,"2,469 ","2,756 "
9,06_Yamagata-ken,6463,2000.0,06_Yamagata-ken,6204,0592_(Municipalities as of 2000) Matsuyama-machi,4011.0,"1,869 ","2,142 "
9,06_Yamagata-ken,6464,2000.0,06_Yamagata-ken,6204,0593_(Municipalities as of 2000) Hirata-machi,5594.0,"2,690 ","2,904 "
2,06_Yamagata-ken,6205,2000.0,06_Yamagata-ken,6205,0594_Shinjo-shi,34432.0,"16,446 ","17,986 "
2,06_Yamagata-ken,6206,2000.0,06_Yamagata-ken,6206,0595_Sagae-shi,40189.0,"19,529 ","20,660 "
2,06_Yamagata-ken,6207,2000.0,06_Yamagata-ken,6207,0596_Kaminoyama-shi,29110.0,"13,909 ","15,201 "
2,06_Yamagata-ken,6208,2000.0,06_Yamagata-ken,6208,0597_Murayama-shi,22516.0,"10,937 ","11,579 "
2,06_Yamagata-ken,6209,2000.0,06_Yamagata-ken,6209,0598_Nagai-shi,26543.0,"12,953 ","13,590 "
2,06_Yamagata-ken,6210,2000.0,06_Yamagata-ken,6210,0599_Tendo-shi,62140.0,"30,222 ","31,918 "
2,06_Yamagata-ken,6211,2000.0,06_Yamagata-ken,6211,0600_Higashine-shi,47682.0,"23,525 ","24,157 "
2,06_Yamagata-ken,6212,2000.0,06_Yamagata-ken,6212,0601_Obanazawa-shi,14971.0,"7,320 ","7,651 "
2,06_Yamagata-ken,6213,2000.0,06_Yamagata-ken,6213,0602_Nanyo-shi,30420.0,"14,652 ","15,768 "
3,06_Yamagata-ken,6301,2000.0,06_Yamagata-ken,6301,0603_Yamanobe-machi,13725.0,"6,603 ","7,122 "
3,06_Yamagata-ken,6302,2000.0,06_Yamagata-ken,6302,0604_Nakayama-machi,10746.0,"5,251 ","5,495 "
3,06_Yamagata-ken,6321,2000.0,06_Yamagata-ken,6321,0605_Kahoku-cho,17641.0,"8,528 ","9,113 "
3,06_Yamagata-ken,6322,2000.0,06_Yamagata-ken,6322,0606_Nishikawa-machi,4956.0,"2,387 ","2,569 "
3,06_Yamagata-ken,6323,2000.0,06_Yamagata-ken,6323,0607_Asahi-machi,6366.0,"3,150 ","3,216 "
3,06_Yamagata-ken,6324,2000.0,06_Yamagata-ken,6324,0608_Oe-machi,7646.0,"3,797 ","3,849 "
3,06_Yamagata-ken,6341,2000.0,06_Yamagata-ken,6341,0609_Oishida-machi,6577.0,"3,213 ","3,364 "
3,06_Yamagata-ken,6361,2000.0,06_Yamagata-ken,6361,0610_Kaneyama-machi,5071.0,"2,466 ","2,605 "
3,06_Yamagata-ken,6362,2000.0,06_Yamagata-ken,6362,0611_Mogami-machi,8080.0,"3,913 ","4,167 "
3,06_Yamagata-ken,6363,2000.0,06_Yamagata-ken,6363,0612_Funagata-machi,5007.0,"2,420 ","2,587 "
3,06_Yamagata-ken,6364,2000.0,06_Yamagata-ken,6364,0613_Mamurogawa-machi,7203.0,"3,408 ","3,795 "
3,06_Yamagata-ken,6365,2000.0,06_Yamagata-ken,6365,0614_Okura-mura,3028.0,"1,498 ","1,530 "
3,06_Yamagata-ken,6366,2000.0,06_Yamagata-ken,6366,0615_Sakegawa-mura,3902.0,"1,887 ","2,015 "
3,06_Yamagata-ken,6367,2000.0,06_Yamagata-ken,6367,0616_Tozawa-mura,4199.0,"1,987 ","2,212 "
3,06_Yamagata-ken,6381,2000.0,06_Yamagata-ken,6381,0617_Takahata-machi,22463.0,"10,950 ","11,513 "
3,06_Yamagata-ken,6382,2000.0,06_Yamagata-ken,6382,0618_Kawanishi-machi,14558.0,"7,101 ","7,457 "
3,06_Yamagata-ken,6401,2000.0,06_Yamagata-ken,6401,0619_Oguni-machi,7107.0,"3,573 ","3,534 "
3,06_Yamagata-ken,6402,2000.0,06_Yamagata-ken,6402,0620_Shirataka-machi,12890.0,"6,357 ","6,533 "
3,06_Yamagata-ken,6403,2000.0,06_Yamagata-ken,6403,0621_Iide-machi,6613.0,"3,214 ","3,399 "
3,06_Yamagata-ken,6426,2000.0,06_Yamagata-ken,6426,0622_Mikawa-machi,7601.0,"3,694 ","3,907 "
3,06_Yamagata-ken,6428,,06_Yamagata-ken,6428,0623_Shonai-machi,20151.0,"9,636 ","10,515 "
9,06_Yamagata-ken,6421,2000.0,06_Yamagata-ken,6428,0624_(Municipalities as of 2000) Tachikawa-machi,4613.0,"2,219 ","2,394 "
9,06_Yamagata-ken,6422,2000.0,06_Yamagata-ken,6428,0625_(Municipalities as of 2000) Amarume-machi,15538.0,"7,417 ","8,121 "
3,06_Yamagata-ken,6461,2000.0,06_Yamagata-ken,6461,0626_Yuza-machi,13032.0,"6,189 ","6,843 "
a,07_Fukushima-ken,7000,2000.0,07_Fukushima-ken,7000,0627_Fukushima-ken,1833152.0,"903,864 ","929,288 "
2,07_Fukushima-ken,7201,,07_Fukushima-ken,7201,0628_Fukushima-shi,282693.0,"138,190 ","144,503 "
9,07_Fukushima-ken,7201,2000.0,07_Fukushima-ken,7201,0629_(Municipalities as of 2000) Fukushima-shi,277492.0,"135,642 ","141,850 "
9,07_Fukushima-ken,7309,2000.0,07_Fukushima-ken,7201,0630_(Municipalities as of 2000) Iino-machi,5201.0,"2,548 ","2,653 "
2,07_Fukushima-ken,7202,,07_Fukushima-ken,7202,0631_Aizuwakamatsu-shi,117376.0,"56,063 ","61,313 "
9,07_Fukushima-ken,7202,2000.0,07_Fukushima-ken,7202,0632_(Municipalities as of 2000) Aizuwakamatsu-shi,102587.0,"48,852 ","53,735 "
9,07_Fukushima-ken,7381,2000.0,07_Fukushima-ken,7202,0633_(Municipalities as of 2000) Kitaaizu-mura,7163.0,"3,486 ","3,677 "
9,07_Fukushima-ken,7424,2000.0,07_Fukushima-ken,7202,0634_(Municipalities as of 2000) Kawahigashi-machi,7626.0,"3,725 ","3,901 "
2,07_Fukushima-ken,7203,2000.0,07_Fukushima-ken,7203,0635_Koriyama-shi,327692.0,"161,830 ","165,862 "
2,07_Fukushima-ken,7204,2000.0,07_Fukushima-ken,7204,0636_Iwaki-shi,332931.0,"163,525 ","169,406 "
2,07_Fukushima-ken,7205,,07_Fukushima-ken,7205,0637_Shirakawa-shi,59491.0,"29,681 ","29,810 "
9,07_Fukushima-ken,7205,2000.0,07_Fukushima-ken,7205,0638_(Municipalities as of 2000) Shirakawa-shi,44974.0,"22,411 ","22,563 "
9,07_Fukushima-ken,7462,2000.0,07_Fukushima-ken,7205,0639_(Municipalities as of 2000) Omotego-mura,5891.0,"2,951 ","2,940 "
9,07_Fukushima-ken,7463,2000.0,07_Fukushima-ken,7205,0640_(Municipalities as of 2000) Higashi-mura,4840.0,"2,425 ","2,415 "
9,07_Fukushima-ken,7467,2000.0,07_Fukushima-ken,7205,0641_(Municipalities as of 2000) Taishin-mura,3786.0,"1,894 ","1,892 "
2,07_Fukushima-ken,7207,,07_Fukushima-ken,7207,0642_Sukagawa-shi,74992.0,"36,781 ","38,211 "
9,07_Fukushima-ken,7207,2000.0,07_Fukushima-ken,7207,0643_(Municipalities as of 2000) Sukagawa-shi,65350.0,"31,997 ","33,353 "
9,07_Fukushima-ken,7341,2000.0,07_Fukushima-ken,7207,0644_(Municipalities as of 2000) Naganuma-machi,4877.0,"2,421 ","2,456 "
9,07_Fukushima-ken,7343,2000.0,07_Fukushima-ken,7207,0645_(Municipalities as of 2000) Iwase-mura,4765.0,"2,363 ","2,402 "
2,07_Fukushima-ken,7208,,07_Fukushima-ken,7208,0646_Kitakata-shi,44760.0,"21,438 ","23,322 "
9,07_Fukushima-ken,7208,2000.0,07_Fukushima-ken,7208,0647_(Municipalities as of 2000) Kitakata-shi,29391.0,"14,032 ","15,359 "
9,07_Fukushima-ken,7401,2000.0,07_Fukushima-ken,7208,0648_(Municipalities as of 2000) Atsushiokano-mura,2268.0,"1,125 ","1,143 "
9,07_Fukushima-ken,7403,2000.0,07_Fukushima-ken,7208,0649_(Municipalities as of 2000) Shiokawa-machi,8844.0,"4,263 ","4,581 "
9,07_Fukushima-ken,7404,2000.0,07_Fukushima-ken,7208,0650_(Municipalities as of 2000) Yamato-machi,2682.0,"1,266 ","1,416 "
9,07_Fukushima-ken,7406,2000.0,07_Fukushima-ken,7208,0651_(Municipalities as of 2000) Takasato-mura,1575.0,752 ,823 
2,07_Fukushima-ken,7209,2000.0,07_Fukushima-ken,7209,0652_Soma-shi,34865.0,"17,536 ","17,329 "
2,07_Fukushima-ken,7210,,07_Fukushima-ken,7210,0653_Nihonmatsu-shi,53557.0,"26,305 ","27,252 "
9,07_Fukushima-ken,7210,2000.0,07_Fukushima-ken,7210,0654_(Municipalities as of 2000) Nihonmatsu-shi,30194.0,"14,824 ","15,370 "
9,07_Fukushima-ken,7321,2000.0,07_Fukushima-ken,7210,0655_(Municipalities as of 2000) Adachi-machi,11834.0,"5,779 ","6,055 "
9,07_Fukushima-ken,7325,2000.0,07_Fukushima-ken,7210,0656_(Municipalities as of 2000) Iwashiro-machi,5966.0,"2,962 ","3,004 "
9,07_Fukushima-ken,7326,2000.0,07_Fukushima-ken,7210,0657_(Municipalities as of 2000) Towa-machi,5563.0,"2,740 ","2,823 "
2,07_Fukushima-ken,7211,,07_Fukushima-ken,7211,0658_Tamura-shi,35169.0,"17,320 ","17,849 "
9,07_Fukushima-ken,7523,2000.0,07_Fukushima-ken,7211,0659_(Municipalities as of 2000) Takine-machi,4192.0,"2,030 ","2,162 "
9,07_Fukushima-ken,7524,2000.0,07_Fukushima-ken,7211,0660_(Municipalities as of 2000) Ogoe-machi,4059.0,"1,993 ","2,066 "
9,07_Fukushima-ken,7525,2000.0,07_Fukushima-ken,7211,0661_(Municipalities as of 2000) Miyakoji-mura,1878.0,978 ,900 
9,07_Fukushima-ken,7526,2000.0,07_Fukushima-ken,7211,0662_(Municipalities as of 2000) Tokiwa-machi,4956.0,"2,431 ","2,525 "
9,07_Fukushima-ken,7527,2000.0,07_Fukushima-ken,7211,0663_(Municipalities as of 2000) Funehiki-machi,20084.0,"9,888 ","10,196 "
2,07_Fukushima-ken,7212,,07_Fukushima-ken,7212,0664_Minamisoma-shi,59005.0,"31,015 ","27,990 "
9,07_Fukushima-ken,7206,2000.0,07_Fukushima-ken,7212,0665_(Municipalities as of 2000) Haramachi-shi,45046.0,"23,987 ","21,059 "
9,07_Fukushima-ken,7562,2000.0,07_Fukushima-ken,7212,0666_(Municipalities as of 2000) Kashima-machi,10330.0,"5,130 ","5,200 "
9,07_Fukushima-ken,7563,2000.0,07_Fukushima-ken,7212,0667_(Municipalities as of 2000) Odaka-machi,3629.0,"1,898 ","1,731 "
2,07_Fukushima-ken,7213,,07_Fukushima-ken,7213,0668_Date-shi,58240.0,"28,313 ","29,927 "
9,07_Fukushima-ken,7302,2000.0,07_Fukushima-ken,7213,0669_(Municipalities as of 2000) Date-machi,11415.0,"5,519 ","5,896 "
9,07_Fukushima-ken,7304,2000.0,07_Fukushima-ken,7213,0670_(Municipalities as of 2000) Yanagawa-machi,15530.0,"7,602 ","7,928 "
9,07_Fukushima-ken,7305,2000.0,07_Fukushima-ken,7213,0671_(Municipalities as of 2000) Hobara-machi,21705.0,"10,530 ","11,175 "
9,07_Fukushima-ken,7306,2000.0,07_Fukushima-ken,7213,0672_(Municipalities as of 2000) Ryozen-machi,6601.0,"3,223 ","3,378 "
9,07_Fukushima-ken,7307,2000.0,07_Fukushima-ken,7213,0673_(Municipalities as of 2000) Tsukidate-machi,2989.0,"1,439 ","1,550 "
2,07_Fukushima-ken,7214,,07_Fukushima-ken,7214,0674_Motomiya-shi,30236.0,"15,018 ","15,218 "
9,07_Fukushima-ken,7323,2000.0,07_Fukushima-ken,7214,0675_(Municipalities as of 2000) Motomiya-machi,22883.0,"11,424 ","11,459 "
9,07_Fukushima-ken,7324,2000.0,07_Fukushima-ken,7214,0676_(Municipalities as of 2000) Shirasawa-mura,7353.0,"3,594 ","3,759 "
3,07_Fukushima-ken,7301,2000.0,07_Fukushima-ken,7301,0677_Koori-machi,11459.0,"5,491 ","5,968 "
3,07_Fukushima-ken,7303,2000.0,07_Fukushima-ken,7303,0678_Kunimi-machi,8639.0,"4,114 ","4,525 "
3,07_Fukushima-ken,7308,2000.0,07_Fukushima-ken,7308,0679_Kawamata-machi,12170.0,"5,986 ","6,184 "
3,07_Fukushima-ken,7322,2000.0,07_Fukushima-ken,7322,0680_Otama-mura,8900.0,"4,427 ","4,473 "
3,07_Fukushima-ken,7342,2000.0,07_Fukushima-ken,7342,0681_Kagamiishi-machi,12318.0,"6,030 ","6,288 "
3,07_Fukushima-ken,7344,2000.0,07_Fukushima-ken,7344,0682_Tenei-mura,5194.0,"2,567 ","2,627 "
3,07_Fukushima-ken,7362,2000.0,07_Fukushima-ken,7362,0683_Shimogo-machi,5264.0,"2,602 ","2,662 "
3,07_Fukushima-ken,7364,2000.0,07_Fukushima-ken,7364,0684_Hinoemata-mura,504.0,259 ,245 
3,07_Fukushima-ken,7367,2000.0,07_Fukushima-ken,7367,0685_Tadami-machi,4044.0,"1,976 ","2,068 "
3,07_Fukushima-ken,7368,,07_Fukushima-ken,7368,0686_Minamiaizu-machi,14451.0,"7,116 ","7,335 "
9,07_Fukushima-ken,7361,2000.0,07_Fukushima-ken,7368,0687_(Municipalities as of 2000) Tajima-machi,9830.0,"4,885 ","4,945 "
9,07_Fukushima-ken,7363,2000.0,07_Fukushima-ken,7368,0688_(Municipalities as of 2000) Tateiwa-mura,1471.0,725 ,746 
9,07_Fukushima-ken,7365,2000.0,07_Fukushima-ken,7368,0689_(Municipalities as of 2000) Ina-mura,1204.0,563 ,641 
9,07_Fukushima-ken,7366,2000.0,07_Fukushima-ken,7368,0690_(Municipalities as of 2000) Nango-mura,1946.0,943 ,"1,003 "
3,07_Fukushima-ken,7402,2000.0,07_Fukushima-ken,7402,0691_Kitashiobara-mura,2556.0,"1,290 ","1,266 "
3,07_Fukushima-ken,7405,2000.0,07_Fukushima-ken,7405,0692_Nishiaizu-machi,5770.0,"2,789 ","2,981 "
3,07_Fukushima-ken,7407,2000.0,07_Fukushima-ken,7407,0693_Bandai-machi,3322.0,"1,604 ","1,718 "
3,07_Fukushima-ken,7408,2000.0,07_Fukushima-ken,7408,0694_Inawashiro-machi,13552.0,"6,533 ","7,019 "
3,07_Fukushima-ken,7421,2000.0,07_Fukushima-ken,7421,0695_Aizubange-machi,15068.0,"7,245 ","7,823 "
3,07_Fukushima-ken,7422,2000.0,07_Fukushima-ken,7422,0696_Yugawa-mura,3081.0,"1,485 ","1,596 "
3,07_Fukushima-ken,7423,2000.0,07_Fukushima-ken,7423,0697_Yanaizu-machi,3081.0,"1,501 ","1,580 "
3,07_Fukushima-ken,7444,2000.0,07_Fukushima-ken,7444,0698_Mishima-machi,1452.0,714 ,738 
3,07_Fukushima-ken,7445,2000.0,07_Fukushima-ken,7445,0699_Kaneyama-machi,1862.0,908 ,954 
3,07_Fukushima-ken,7446,2000.0,07_Fukushima-ken,7446,0700_Showa-mura,1246.0,623 ,623 
3,07_Fukushima-ken,7447,,07_Fukushima-ken,7447,0701_Aizumisato-machi,19014.0,"9,108 ","9,906 "
9,07_Fukushima-ken,7441,2000.0,07_Fukushima-ken,7447,0702_(Municipalities as of 2000) Aizutakada-machi,10905.0,"5,225 ","5,680 "
9,07_Fukushima-ken,7442,2000.0,07_Fukushima-ken,7447,0703_(Municipalities as of 2000) Aizuhongo-machi,4999.0,"2,365 ","2,634 "
9,07_Fukushima-ken,7443,2000.0,07_Fukushima-ken,7447,0704_(Municipalities as of 2000) Niitsuru-mura,3110.0,"1,518 ","1,592 "
3,07_Fukushima-ken,7461,2000.0,07_Fukushima-ken,7461,0705_Nishigo-mura,20808.0,"10,636 ","10,172 "
3,07_Fukushima-ken,7464,2000.0,07_Fukushima-ken,7464,0706_Izumizaki-mura,6213.0,"3,061 ","3,152 "
3,07_Fukushima-ken,7465,2000.0,07_Fukushima-ken,7465,0707_Nakajima-mura,4885.0,"2,398 ","2,487 "
3,07_Fukushima-ken,7466,2000.0,07_Fukushima-ken,7466,0708_Yabuki-machi,17287.0,"8,649 ","8,638 "
3,07_Fukushima-ken,7481,2000.0,07_Fukushima-ken,7481,0709_Tanagura-machi,13343.0,"6,581 ","6,762 "
3,07_Fukushima-ken,7482,2000.0,07_Fukushima-ken,7482,0710_Yamatsuri-machi,5392.0,"2,620 ","2,772 "
3,07_Fukushima-ken,7483,2000.0,07_Fukushima-ken,7483,0711_Hanawa-machi,8302.0,"4,079 ","4,223 "
3,07_Fukushima-ken,7484,2000.0,07_Fukushima-ken,7484,0712_Samegawa-mura,3049.0,"1,531 ","1,518 "
3,07_Fukushima-ken,7501,2000.0,07_Fukushima-ken,7501,0713_Ishikawa-machi,14644.0,"7,334 ","7,310 "
3,07_Fukushima-ken,7502,2000.0,07_Fukushima-ken,7502,0714_Tamakawa-mura,6392.0,"3,202 ","3,190 "
3,07_Fukushima-ken,7503,2000.0,07_Fukushima-ken,7503,0715_Hirata-mura,5826.0,"2,883 ","2,943 "
3,07_Fukushima-ken,7504,2000.0,07_Fukushima-ken,7504,0716_Asakawa-machi,6036.0,"3,031 ","3,005 "
3,07_Fukushima-ken,7505,2000.0,07_Fukushima-ken,7505,0717_Furudono-machi,4825.0,"2,364 ","2,461 "
3,07_Fukushima-ken,7521,2000.0,07_Fukushima-ken,7521,0718_Miharu-machi,17018.0,"8,448 ","8,570 "
3,07_Fukushima-ken,7522,2000.0,07_Fukushima-ken,7522,0719_Ono-machi,9471.0,"4,677 ","4,794 "
3,07_Fukushima-ken,7541,2000.0,07_Fukushima-ken,7541,0720_Hirono-machi,5412.0,"3,311 ","2,101 "
3,07_Fukushima-ken,7542,2000.0,07_Fukushima-ken,7542,0721_Naraha-machi,3710.0,"2,147 ","1,563 "
3,07_Fukushima-ken,7543,2000.0,07_Fukushima-ken,7543,0722_Tomioka-machi,2128.0,"1,542 ",586 
3,07_Fukushima-ken,7544,2000.0,07_Fukushima-ken,7544,0723_Kawauchi-mura,2044.0,"1,035 ","1,009 "
3,07_Fukushima-ken,7545,2000.0,07_Fukushima-ken,7545,0724_Okuma-machi,847.0,754 ,93 
3,07_Fukushima-ken,7546,2000.0,07_Fukushima-ken,7546,0725_Futaba-machi,0.0,-,-
3,07_Fukushima-ken,7547,2000.0,07_Fukushima-ken,7547,0726_Namie-machi,1923.0,"1,350 ",573 
3,07_Fukushima-ken,7548,2000.0,07_Fukushima-ken,7548,0727_Katsurao-mura,420.0,241 ,179 
3,07_Fukushima-ken,7561,2000.0,07_Fukushima-ken,7561,0728_Shinchi-machi,7905.0,"3,945 ","3,960 "
3,07_Fukushima-ken,7564,2000.0,07_Fukushima-ken,7564,0729_Iitate-mura,1318.0,662 ,656 
a,08_Ibaraki-ken,8000,2000.0,08_Ibaraki-ken,8000,0730_Ibaraki-ken,2867009.0,"1,430,976 ","1,436,033 "
2,08_Ibaraki-ken,8201,,08_Ibaraki-ken,8201,0731_Mito-shi,270685.0,"132,537 ","138,148 "
9,08_Ibaraki-ken,8201,2000.0,08_Ibaraki-ken,8201,0732_(Municipalities as of 2000) Mito-shi,255576.0,"124,996 ","130,580 "
9,08_Ibaraki-ken,8305,2000.0,08_Ibaraki-ken,8201,0733_(Municipalities as of 2000) Uchihara-machi,15109.0,"7,541 ","7,568 "
2,08_Ibaraki-ken,8202,,08_Ibaraki-ken,8202,0734_Hitachi-shi,174508.0,"87,126 ","87,382 "
9,08_Ibaraki-ken,8202,2000.0,08_Ibaraki-ken,8202,0735_(Municipalities as of 2000) Hitachi-shi,161158.0,"80,601 ","80,557 "
9,08_Ibaraki-ken,8381,2000.0,08_Ibaraki-ken,8202,0736_(Municipalities as of 2000) Juo-machi,13350.0,"6,525 ","6,825 "
2,08_Ibaraki-ken,8203,,08_Ibaraki-ken,8203,0737_Tsuchiura-shi,142074.0,"70,935 ","71,139 "
9,08_Ibaraki-ken,8203,2000.0,08_Ibaraki-ken,8203,0738_(Municipalities as of 2000) Tsuchiura-shi,134333.0,"67,132 ","67,201 "
9,08_Ibaraki-ken,8465,2000.0,08_Ibaraki-ken,8203,0739_(Municipalities as of 2000) Niihari-mura,7741.0,"3,803 ","3,938 "
2,08_Ibaraki-ken,8204,,08_Ibaraki-ken,8204,0740_Koga-shi,139344.0,"69,735 ","69,609 "
9,08_Ibaraki-ken,8204,2000.0,08_Ibaraki-ken,8204,0741_(Municipalities as of 2000) Koga-shi,55214.0,"27,037 ","28,177 "
9,08_Ibaraki-ken,8541,2000.0,08_Ibaraki-ken,8204,0742_(Municipalities as of 2000) Sowa-machi,49830.0,"25,361 ","24,469 "
9,08_Ibaraki-ken,8543,2000.0,08_Ibaraki-ken,8204,0743_(Municipalities as of 2000) Sanwa-machi,34300.0,"17,337 ","16,963 "
2,08_Ibaraki-ken,8205,,08_Ibaraki-ken,8205,0744_Ishioka-shi,73061.0,"36,167 ","36,894 "
9,08_Ibaraki-ken,8205,2000.0,08_Ibaraki-ken,8205,0745_(Municipalities as of 2000) Ishioka-shi,48088.0,"23,672 ","24,416 "
9,08_Ibaraki-ken,8463,2000.0,08_Ibaraki-ken,8205,0746_(Municipalities as of 2000) Yasato-machi,24973.0,"12,495 ","12,478 "
2,08_Ibaraki-ken,8207,2000.0,08_Ibaraki-ken,8207,0747_Yuki-shi,50645.0,"25,441 ","25,204 "
2,08_Ibaraki-ken,8208,2000.0,08_Ibaraki-ken,8208,0748_Ryugasaki-shi,76420.0,"37,995 ","38,425 "
2,08_Ibaraki-ken,8210,,08_Ibaraki-ken,8210,0749_Shimotsuma-shi,42521.0,"21,412 ","21,109 "
9,08_Ibaraki-ken,8210,2000.0,08_Ibaraki-ken,8210,0750_(Municipalities as of 2000) Shimotsuma-shi,33844.0,"17,048 ","16,796 "
9,08_Ibaraki-ken,8522,2000.0,08_Ibaraki-ken,8210,0751_(Municipalities as of 2000) Chiyokawa-mura,8677.0,"4,364 ","4,313 "
2,08_Ibaraki-ken,8211,,08_Ibaraki-ken,8211,0752_Joso-shi,60834.0,"30,465 ","30,369 "
9,08_Ibaraki-ken,8211,2000.0,08_Ibaraki-ken,8211,0753_(Municipalities as of 2000) Mitsukaido-shi,37751.0,"18,857 ","18,894 "
9,08_Ibaraki-ken,8523,2000.0,08_Ibaraki-ken,8211,0754_(Municipalities as of 2000) Ishige-machi,23083.0,"11,608 ","11,475 "
2,08_Ibaraki-ken,8212,,08_Ibaraki-ken,8212,0755_Hitachiota-shi,48602.0,"23,705 ","24,897 "
9,08_Ibaraki-ken,8212,2000.0,08_Ibaraki-ken,8212,0756_(Municipalities as of 2000) Hitachiota-shi,32754.0,"15,924 ","16,830 "
9,08_Ibaraki-ken,8361,2000.0,08_Ibaraki-ken,8212,0757_(Municipalities as of 2000) Kanasago-machi,9117.0,"4,439 ","4,678 "
9,08_Ibaraki-ken,8362,2000.0,08_Ibaraki-ken,8212,0758_(Municipalities as of 2000) Suifu-mura,3973.0,"1,980 ","1,993 "
9,08_Ibaraki-ken,8363,2000.0,08_Ibaraki-ken,8212,0759_(Municipalities as of 2000) Satomi-mura,2758.0,"1,362 ","1,396 "
2,08_Ibaraki-ken,8214,2000.0,08_Ibaraki-ken,8214,0760_Takahagi-shi,27699.0,"13,804 ","13,895 "
2,08_Ibaraki-ken,8215,2000.0,08_Ibaraki-ken,8215,0761_Kitaibaraki-shi,41801.0,"20,760 ","21,041 "
2,08_Ibaraki-ken,8216,,08_Ibaraki-ken,8216,0762_Kasama-shi,73173.0,"35,783 ","37,390 "
9,08_Ibaraki-ken,8216,2000.0,08_Ibaraki-ken,8216,0763_(Municipalities as of 2000) Kasama-shi,23774.0,"11,545 ","12,229 "
9,08_Ibaraki-ken,8321,2000.0,08_Ibaraki-ken,8216,0764_(Municipalities as of 2000) Tomobe-machi,35331.0,"17,330 ","18,001 "
9,08_Ibaraki-ken,8322,2000.0,08_Ibaraki-ken,8216,0765_(Municipalities as of 2000) Iwama-machi,14068.0,"6,908 ","7,160 "
2,08_Ibaraki-ken,8217,,08_Ibaraki-ken,8217,0766_Toride-shi,104524.0,"51,476 ","53,048 "
9,08_Ibaraki-ken,8217,2000.0,08_Ibaraki-ken,8217,0767_(Municipalities as of 2000) Toride-shi,74218.0,"36,706 ","37,512 "
9,08_Ibaraki-ken,8563,2000.0,08_Ibaraki-ken,8217,0768_(Municipalities as of 2000) Fujishiro-machi,30306.0,"14,770 ","15,536 "
2,08_Ibaraki-ken,8219,2000.0,08_Ibaraki-ken,8219,0769_Ushiku-shi,84651.0,"41,773 ","42,878 "
2,08_Ibaraki-ken,8220,,08_Ibaraki-ken,8220,0770_Tsukuba-shi,241656.0,"121,043 ","120,613 "
9,08_Ibaraki-ken,8220,2000.0,08_Ibaraki-ken,8220,0771_(Municipalities as of 2000) Tsukuba-shi,219010.0,"109,964 ","109,046 "
9,08_Ibaraki-ken,8445,2000.0,08_Ibaraki-ken,8220,0772_(Municipalities as of 2000) Kukizaki-machi,22646.0,"11,079 ","11,567 "
2,08_Ibaraki-ken,8221,2000.0,08_Ibaraki-ken,8221,0773_Hitachinaka-shi,156581.0,"79,293 ","77,288 "
2,08_Ibaraki-ken,8222,2000.0,08_Ibaraki-ken,8222,0774_Kashima-shi,66950.0,"34,434 ","32,516 "
2,08_Ibaraki-ken,8223,,08_Ibaraki-ken,8223,0775_Itako-shi,27604.0,"13,672 ","13,932 "
9,08_Ibaraki-ken,8422,2000.0,08_Ibaraki-ken,8223,0776_(Municipalities as of 2000) Ushibori-machi,4642.0,"2,264 ","2,378 "
9,08_Ibaraki-ken,8423,2000.0,08_Ibaraki-ken,8223,0777_(Municipalities as of 2000) Itako-machi,22962.0,"11,408 ","11,554 "
2,08_Ibaraki-ken,8561,,08_Ibaraki-ken,8224,0778_Moriya-shi,68421.0,"34,163 ","34,258 "
9,08_Ibaraki-ken,8561,2000.0,08_Ibaraki-ken,8224,0779_(Municipalities as of 2000) Moriya-machi,68421.0,"34,163 ","34,258 "
2,08_Ibaraki-ken,8225,,08_Ibaraki-ken,8225,0780_Hitachiomiya-shi,39267.0,"19,392 ","19,875 "
9,08_Ibaraki-ken,8308,2000.0,08_Ibaraki-ken,8225,0781_(Municipalities as of 2000) Gozenyama-mura,3192.0,"1,564 ","1,628 "
9,08_Ibaraki-ken,8344,2000.0,08_Ibaraki-ken,8225,0782_(Municipalities as of 2000) Omiya-machi,24404.0,"11,974 ","12,430 "
9,08_Ibaraki-ken,8345,2000.0,08_Ibaraki-ken,8225,0783_(Municipalities as of 2000) Yamagata-machi,5633.0,"2,796 ","2,837 "
9,08_Ibaraki-ken,8346,2000.0,08_Ibaraki-ken,8225,0784_(Municipalities as of 2000) Miwa-mura,2955.0,"1,520 ","1,435 "
